CODGEO;LIBGEO;MED15;TP6015
34019;Avène;17278;
34020;Azillanet;17339;
34021;Babeau-Bouldoux;17495;
34022;Baillargues;22499;9
34023;Balaruc-les-Bains;20753;12
34024;Balaruc-le-Vieux;21414;9
34025;Bassan;20165;12
34026;Beaufort;17150;
34027;Beaulieu;23219;
34028;Bédarieux;16808;24
34029;Bélarga;17827;
34030;Berlou;16973;
34031;Bessan;17840;21
34032;Béziers;15546;34
34033;Boisseron;21268;
34034;Boisset;;
34035;La Boissière;22683;
34036;Le Bosc;19198;
34037;Boujan-sur-Libron;20791;12
34038;Le Bousquet-d'Orb;17310;
34039;Bouzigues;21326;
34040;Brenas;;
34041;Brignac;18715;
34042;Brissac;19759;
34043;Buzignargues;22164;
34044;Cabrerolles;17645;
34045;Cabrières;17722;
34046;Cambon-et-Salvergues;;
34047;Campagnan;19423;
34048;Campagne;19571;
34049;Camplong;16393;
34050;Candillargues;21652;
34051;Canet;19526;14
34052;Capestang;18827;19
34053;Carlencas-et-Levas;;
34054;Cassagnoles;;
34055;Castanet-le-Haut;17818;
34056;Castelnau-de-Guers;18073;
34057;Castelnau-le-Lez;23356;11
34058;Castries;22838;9
34059;La Caunette;15647;
34060;Causse-de-la-Selle;17801;
34061;Causses-et-Veyran;17164;
34062;Caussiniojouls;18529;
34063;Caux;18774;18
34064;Le Caylar;16693;
34065;Cazedarnes;18666;
34066;Cazevieille;28537;
34067;Cazilhac;19600;
34068;Cazouls-d'Hérault;19887;
34069;Cazouls-lès-Béziers;17979;20
34070;Cébazan;19923;
34071;Ceilhes-et-Rocozels;15215;
34072;Celles;;
34073;Cers;18381;18
34074;Cessenon-sur-Orb;18213;21
34075;Cesseras;16834;
34076;Ceyras;19214;
34077;Clapiers;25508;8
34078;Claret;21806;
34079;Clermont-l'Hérault;17332;23
34080;Colombières-sur-Orb;18449;
34081;Colombiers;20567;14
34082;Combaillaux;26993;
34083;Combes;21578;
34084;Corneilhan;19696;
34085;Coulobres;20916;
34086;Courniou;17513;
34087;Cournonsec;20911;11
34088;Cournonterral;20619;15
34089;Creissan;19336;
34090;Le Crès;23093;8
34091;Le Cros;;
34092;Cruzy;17844;
34093;Dio-et-Valquières;20944;
34094;Espondeilhan;19405;
34095;Fabrègues;21789;11
34096;Faugères;17430;
34097;Félines-Minervois;17522;
34098;Ferrals-les-Montagnes;15598;
34099;Ferrières-les-Verreries;;
34100;Ferrières-Poussarou;;
34101;Florensac;18563;18
34102;Fontanès;24678;
34103;Fontès;19085;
34104;Fos;;
34105;Fouzilhon;19088;
34106;Fozières;21141;
34107;Fraisse-sur-Agout;15995;
34108;Frontignan;19148;16
34109;Gabian;17285;
34110;Galargues;20895;
34111;Ganges;15616;32
34112;Garrigues;21393;
34113;Gigean;19974;14
34114;Gignac;19040;18
34115;Gorniès;21091;
34116;Grabels;21775;14
34117;Graissessac;17558;
34118;Guzargues;27085;
34119;Hérépian;18643;
34120;Jacou;22661;8
34121;Joncels;17054;
34122;Jonquières;20059;
34123;Juvignac;21551;13
34124;Lacoste;18989;
34125;Lagamas;;
34126;Lamalou-les-Bains;19509;15
34127;Lansargues;21281;10
34128;Laroque;19641;
34129;Lattes;23940;9
34130;Laurens;18574;
34131;Lauret;21658;
34132;Lauroux;19359;
34133;Lavalette;;
34134;Lavérune;21873;10
34135;Lespignan;19346;16
34136;Lézignan-la-Cèbe;17707;
34137;Liausson;19178;
34138;Lieuran-Cabrières;18892;
34139;Lieuran-lès-Béziers;20257;
34140;Lignan-sur-Orb;21026;10
34141;La Livinière;16009;
34142;Lodève;16056;29
34143;Loupian;19173;15
34144;Lunas;19921;
34145;Lunel;17203;25
34146;Lunel-Viel;19055;16
34147;Magalas;19229;15
34148;Maraussan;19605;16
34149;Margon;17721;
34150;Marseillan;18002;22
34151;Marsillargues;18711;18
34152;Mas-de-Londres;21710;
34153;Les Matelles;24648;
34154;Mauguio;21875;12
34155;Maureilhan;20111;16
34156;Mérifons;;
34157;Mèze;18775;19
34158;Minerve;13499;
34159;Mireval;21361;11
34160;Mons;17911;
34161;Montady;19118;15
34162;Montagnac;16627;28
34163;Montarnaud;22058;10
34164;Montaud;23595;
34165;Montbazin;20771;14
34166;Montblanc;19465;17
34167;Montels;16197;
34168;Montesquieu;;
34169;Montferrier-sur-Lez;30118;5
34170;Montouliers;19173;
34171;Montoulieu;16884;
34172;Montpellier;17640;27
34173;Montpeyroux;20259;
34174;Moulès-et-Baucels;19827;
34175;Mourèze;17367;
34176;Mudaison;22417;9
34177;Murles;23708;
34178;Murviel-lès-Béziers;18351;18
34179;Murviel-lès-Montpellier;22787;
34180;Nébian;19090;
34181;Neffiès;18101;
34182;Nézignan-l'Évêque;19574;
34183;Nissan-lez-Enserune;18596;18
34184;Nizas;18470;
34185;Notre-Dame-de-Londres;21109;
34186;Octon;17141;
34187;Olargues;17337;
34188;Olmet-et-Villecun;15603;
34189;Olonzac;16845;
34190;Oupia;14923;
34191;Pailhès;21867;
34192;Palavas-les-Flots;19695;16
34193;Pardailhan;14004;
34194;Paulhan;17603;20
34195;Pégairolles-de-Buèges;;
34196;Pégairolles-de-l'Escalette;16710;
34197;Péret;18503;
34198;Pérols;23557;10
34199;Pézenas;16816;26
34200;Pézènes-les-Mines;18888;
34201;Pierrerue;19687;
34202;Pignan;21833;10
34203;Pinet;18329;
34204;Plaissan;18422;
34205;Les Plans;18127;
34206;Poilhes;18719;
34207;Pomérols;19009;18
34208;Popian;20617;
34209;Portiragnes;19841;13
34210;Le Pouget;18984;18
34211;Le Poujol-sur-Orb;17233;
34212;Poujols;19384;
34213;Poussan;20185;13
34214;Pouzolles;18596;
34215;Pouzols;21162;
34216;Le Pradal;20444;
34217;Prades-le-Lez;23399;8
34218;Prades-sur-Vernazobre;18697;
34219;Prémian;16630;
34220;Le Puech;19177;
34221;Puéchabon;18040;
34222;Puilacher;19530;
34223;Puimisson;20135;
34224;Puissalicon;20519;
34225;Puisserguier;18111;20
34226;Quarante;17643;
34227;Restinclières;23793;
34228;Rieussec;;
34229;Riols;18043;
34230;Les Rives;19119;
34231;Romiguières;;
34232;Roquebrun;16529;
34233;Roqueredonde;14913;
34234;Roquessels;15289;
34235;Rosis;17512;
34236;Rouet;;
34237;Roujan;18836;19
34238;Saint-André-de-Buèges;;
34239;Saint-André-de-Sangonis;19076;16
34240;Saint-Aunès;23983;9
34241;Saint-Bauzille-de-la-Sylve;21021;
34242;Saint-Bauzille-de-Montmel;23607;
34243;Saint-Bauzille-de-Putois;19046;
34244;Saint-Brès;21684;11
34245;Saint-Chinian;17185;
34246;Saint-Christol;22620;
34247;Saint-Clément-de-Rivière;32053;6
34248;Sainte-Croix-de-Quintillargues;23232;
34249;Saint-Drézéry;23421;8
34250;Saint-Étienne-d'Albagnan;17695;
34251;Saint-Étienne-de-Gourgas;19377;
34252;Saint-Étienne-Estréchoux;17069;
34253;Saint-Félix-de-l'Héras;;
34254;Saint-Félix-de-Lodez;20841;
34255;Saint-Gély-du-Fesc;26933;6
34256;Saint-Geniès-des-Mourgues;24132;
34257;Saint-Geniès-de-Varensal;17864;
34258;Saint-Geniès-de-Fontedit;20252;
34259;Saint-Georges-d'Orques;22465;9
34260;Saint-Gervais-sur-Mare;16889;
34261;Saint-Guilhem-le-Désert;18701;
34262;Saint-Guiraud;21275;
34263;Saint-Hilaire-de-Beauvoir;21920;
34264;Saint-Jean-de-Buèges;18275;
34265;Saint-Jean-de-Cornies;23809;
34266;Saint-Jean-de-Cuculles;25037;
34267;Saint-Jean-de-Fos;18697;
34268;Saint-Jean-de-la-Blaquière;18494;
34269;Saint-Jean-de-Minervois;16364;
34270;Saint-Jean-de-Védas;24137;9
34271;Saint-Julien;15869;
34272;Saint-Just;20460;12
34273;Saint-Martin-de-l'Arçon;17702;
34274;Saint-Martin-de-Londres;21516;10
34276;Saint-Mathieu-de-Tréviers;22159;10
34277;Saint-Maurice-Navacelles;15444;
34278;Saint-Michel;;
34279;Saint-Nazaire-de-Ladarez;16990;
34280;Saint-Nazaire-de-Pézan;19925;
34281;Saint-Pargoire;18469;18
34282;Saint-Paul-et-Valmalle;22184;
34283;Saint-Pierre-de-la-Fage;18528;
34284;Saint-Pons-de-Thomières;16094;
34285;Saint-Pons-de-Mauchiens;18596;
34286;Saint-Privat;15711;
34287;Saint-Saturnin-de-Lucian;17816;
34288;Saint-Sériès;24467;
34289;Saint-Thibéry;17443;21
34290;Saint-Vincent-de-Barbeyrargues;26903;
34291;Saint-Vincent-d'Olargues;17202;
34292;Salasc;19492;
34293;La Salvetat-sur-Agout;18853;
34294;Saturargues;21161;
34295;Saussan;23950;
34296;Saussines;21879;
34297;Sauteyrargues;21395;
34298;Sauvian;19820;14
34299;Sérignan;19246;17
34300;Servian;18559;17
34301;Sète;17313;25
34302;Siran;17247;
34303;Sorbs;;
34304;Soubès;18677;
34305;Le Soulié;15548;
34306;Soumont;16239;
34307;Sussargues;24788;8
34308;Taussac-la-Billière;19632;
34309;Teyran;26332;5
34310;Thézan-lès-Béziers;19671;14
34311;Tourbes;20992;
34312;La Tour-sur-Orb;18967;
34313;Tressan;19320;
34314;Le Triadou;23708;
34315;Usclas-d'Hérault;18761;
34316;Usclas-du-Bosc;19123;
34317;La Vacquerie-et-Saint-Martin-de-Castries;16382;
34318;Vacquières;20541;
34319;Vailhan;17092;
34320;Vailhauquès;23553;
34321;Valergues;21542;12
34322;Valflaunès;24920;
34323;Valmascle;;
34324;Valras-Plage;18571;20
34325;Valros;19148;
34326;Vélieux;;
34327;Vendargues;21857;9
34328;Vendémian;19570;
34329;Vendres;19319;16
34330;Vérargues;23489;
34331;Verreries-de-Moussans;;
34332;Vias;17821;23
34333;Vic-la-Gardiole;20325;12
34334;Vieussan;15029;
34335;Villemagne-l'Argentière;20311;
34336;Villeneuve-lès-Béziers;18828;19
34337;Villeneuve-lès-Maguelone;21024;13
34338;Villeneuvette;;
34339;Villespassans;18364;
34340;Villetelle;22665;
34341;Villeveyrac;19663;14
34342;Viols-en-Laval;22319;
34343;Viols-le-Fort;21038;
34344;La Grande-Motte;21169;15
35001;Acigné;23481;6
35002;Amanlis;21941;
35003;Andouillé-Neuville;20689;
35004;Antrain;19025;
35005;Arbrissel;18642;
35006;Argentré-du-Plessis;20466;7
35007;Aubigné;21120;
35008;Availles-sur-Seiche;19644;
35009;Baguer-Morvan;19156;
35010;Baguer-Pican;19160;
35011;Baillé;19245;
35012;Bain-de-Bretagne;19891;11
35013;Bains-sur-Oust;20008;12
35014;Bais;19789;
35015;Balazé;20074;
35016;Baulon;20555;
35017;La Baussaine;20007;
35018;La Bazouge-du-Désert;19085;
35019;Bazouges-la-Pérouse;18647;
35021;Beaucé;20958;
35022;Bécherel;20027;
35023;Bédée;21815;5
35024;Betton;24339;6
35025;Billé;19742;
35026;Bléruais;17991;
35027;Boisgervilly;19979;
35028;Boistrudan;19843;
35029;Bonnemain;18423;
35030;La Bosse-de-Bretagne;19797;
35031;La Bouëxière;21384;8
35032;Bourgbarré;21706;6
35033;Bourg-des-Comptes;21287;7
35034;La Boussac;18386;
35035;Bovel;19303;
35037;Bréal-sous-Montfort;21751;5
35038;Bréal-sous-Vitré;19939;
35039;Brécé;21515;
35040;Breteil;20824;8
35041;Brie;21930;
35042;Brielles;18653;
35044;Broualan;16573;
35045;Bruc-sur-Aff;17520;
35046;Les Brulais;18491;
35047;Bruz;22918;8
35048;Campel;19354;
35049;Cancale;21996;10
35050;Cardroc;20749;
35051;Cesson-Sévigné;26314;6
35052;Champeaux;21627;
35053;Chancé;21114;
35054;Chanteloup;20895;
35055;Chantepie;22581;10
35056;La Chapelle-aux-Filtzméens;19813;
35057;La Chapelle-Bouëxic;19940;
35058;La Chapelle-Chaussée;21243;
35059;La Chapelle-des-Fougeretz;22750;10
35060;La Chapelle du Lou du Lac;20551;
35061;La Chapelle-Erbrée;19890;
35062;La Chapelle-Janson;19216;
35063;La Chapelle-Saint-Aubert;20346;
35064;La Chapelle-de-Brain;18194;
35065;La Chapelle-Thouarault;21363;10
35066;Chartres-de-Bretagne;22277;10
35067;Chasné-sur-Illet;22436;
35068;Châteaubourg;21850;7
35069;Châteaugiron;23896;5
35070;Châteauneuf-d'Ille-et-Vilaine;19708;
35071;Le Châtellier;19537;
35072;Châtillon-en-Vendelais;19289;
35075;Chauvigné;18245;
35076;Chavagne;21725;6
35077;Chelun;18811;
35078;Cherrueix;19299;
35079;Chevaigné;23106;
35080;Cintré;22213;
35081;Clayes;21486;
35082;Coësmes;18813;
35083;Coglès;18652;
35084;Comblessac;18865;
35085;Combourg;19708;13
35086;Combourtillé;19104;
35087;Cornillé;19847;
35088;Corps-Nuds;21713;8
35089;La Couyère;20023;
35090;Crevin;20795;
35091;Le Crouais;20967;
35092;Cuguen;19040;
35093;Dinard;22580;12
35094;Dingé;19419;
35095;Dol-de-Bretagne;18910;15
35096;Domagné;20982;
35097;Domalain;19465;
35098;La Dominelais;18831;
35099;Domloup;23175;
35100;Dompierre-du-Chemin;20025;
35101;Dourdain;20110;
35102;Drouges;18880;
35103;Eancé;17944;
35104;Epiniac;19495;
35105;Erbrée;20325;
35106;Ercé-en-Lamée;18493;
35107;Ercé-près-Liffré;22395;
35108;Essé;20237;
35109;Étrelles;20997;
35110;Feins;20237;
35111;Le Ferré;19023;
35112;Fleurigné;19861;
35113;La Fontenelle;19235;
35114;Forges-la-Forêt;18466;
35115;Fougères;18641;16
35116;La Fresnais;19146;9
35117;Gaël;18308;
35118;Gahard;21673;
35119;Gennes-sur-Seiche;19609;
35120;Gévezé;22236;6
35121;Gosné;21407;
35122;La Gouesnière;20515;
35123;Goven;21955;6
35124;Grand-Fougeray;18968;15
35125;La Guerche-de-Bretagne;18791;12
35126;Guichen;22199;7
35127;Guignen;20290;6
35128;Guipel;20262;
35129;Guipry;;
35130;Hédé-Bazouges;22276;
35131;L'Hermitage;21394;8
35132;Hirel;19022;
35133;Iffendic;20313;7
35134;Les Iffs;22186;
35135;Irodouër;20504;
35136;Janzé;20399;7
35137;Javené;20482;
35138;Laignelet;20461;
35139;Laillé;23406;5
35140;Lalleu;17312;
35141;Landavran;21028;
35142;Landéan;19312;
35143;Landujan;20215;
35144;Langan;21532;
35145;Langon;17789;
35146;Langouet;20698;
35147;Lanhélin;18741;
35148;Lanrigan;16627;
35149;Lassy;22313;
35150;Lécousse;21875;
35151;Lieuron;19657;
35152;Liffré;22933;5
35153;Lillemer;20164;
35154;Livré-sur-Changeon;20594;
35155;Lohéac;20685;
35156;Longaulnay;19908;
35157;Le Loroux;18670;
35158;Le Lou-du-Lac;;
35159;Lourmais;21307;
35160;Loutehel;18347;
35161;Louvigné-de-Bais;20357;
35162;Louvigné-du-Désert;18534;13
35163;Luitré;19685;
35164;Marcillé-Raoul;18332;
35165;Marcillé-Robert;19857;
35166;Marpiré;20964;
35167;Martigné-Ferchaud;18705;14
35168;Val d'Anast;19112;13
35169;Maxent;20145;
35170;Mecé;18851;
35171;Médréac;19884;
35172;Meillac;18723;
35173;Melesse;23764;5
35174;Mellé;17998;
35175;Mernel;20098;
35176;Guipry-Messac;19429;11
35177;La Mézière;23779;
35178;Mézières-sur-Couesnon;20337;
35179;Miniac-Morvan;19740;10
35180;Miniac-sous-Bécherel;20596;
35181;Le Minihic-sur-Rance;23472;
35183;Mondevert;20690;
35184;Montauban-de-Bretagne;21124;8
35185;Montautour;18981;
35186;Mont-Dol;19809;
35187;Monterfil;20941;
35188;Montfort-sur-Meu;21879;8
35189;Montgermont;24250;7
35190;Monthault;16442;
35191;Les Portes du Coglais;19341;
35192;Montreuil-des-Landes;17673;
35193;Montreuil-le-Gast;23015;
35194;Montreuil-sous-Pérouse;22227;
35195;Montreuil-sur-Ille;20287;
35196;Mordelles;21491;8
35197;Mouazé;22816;
35198;Moulins;20084;
35199;Moussé;19947;
35200;Moutiers;19863;
35201;Muel;18988;
35202;La Noë-Blanche;18758;
35203;La Nouaye;22797;
35204;Nouvoitou;22436;
35205;Noyal-sous-Bazouges;18236;
35206;Noyal-Châtillon-sur-Seiche;22050;10
35207;Noyal-sur-Vilaine;23361;5
35208;Orgères;21859;8
35209;Ossé;21903;
35210;Pacé;24458;6
35211;Paimpont;20788;
35212;Pancé;20483;
35214;Parcé;19059;
35215;Parigné;19133;
35216;Parthenay-de-Bretagne;21658;
35217;Le Pertre;19683;
35218;Le Petit-Fougeray;21574;
35219;Pipriac;18659;13
35220;Piré-sur-Seiche;20594;
35221;Pléchâtel;20457;8
35222;Pleine-Fougères;18452;
35223;Plélan-le-Grand;20209;9
35224;Plerguer;19516;10
35225;Plesder;19737;
35226;Pleugueneuc;19383;
35227;Pleumeleuc;21787;
35228;Pleurtuit;20533;10
35229;Pocé-les-Bois;20906;
35230;Poilley;19319;
35231;Poligné;20948;
35232;Princé;17548;
35233;Québriac;21810;
35234;Quédillac;20181;
35235;Rannée;19227;
35236;Redon;19535;17
35237;Renac;19086;
35238;Rennes;20299;20
35239;Retiers;19570;9
35240;Le Rheu;22371;8
35241;La Richardais;23077;
35242;Rimou;17269;
35243;Romagné;21133;
35244;Romazy;20069;
35245;Romillé;21054;7
35246;Roz-Landrieux;19764;
35247;Roz-sur-Couesnon;18441;
35248;Sains;19112;
35249;Sainte-Anne-sur-Vilaine;18108;
35250;Saint-Armel;21615;
35251;Saint-Aubin-d'Aubigné;20880;7
35252;Saint-Aubin-des-Landes;20794;
35253;Saint-Aubin-du-Cormier;20968;8
35254;Saint-Aubin-du-Pavail;22804;
35255;Saint-Benoît-des-Ondes;19189;
35256;Saint-Briac-sur-Mer;24127;9
35257;Maen Roch;19234;11
35258;Saint-Brieuc-des-Iffs;22132;
35259;Saint-Broladre;17763;
35260;Saint-Christophe-des-Bois;19523;
35261;Saint-Christophe-de-Valains;20537;
35262;Sainte-Colombe;19745;
35263;Saint-Coulomb;23750;
35264;Saint-Didier;21742;
35265;Saint-Domineuc;20949;
35266;Saint-Erblon;22652;7
35267;Saint-Étienne-en-Coglès;20160;
35268;Saint-Ganton;18747;
35269;Saint-Georges-de-Chesné;19874;
35270;Saint-Georges-de-Gréhaigne;20363;
35271;Saint-Georges-de-Reintembault;17984;
35272;Saint-Germain-du-Pinel;19586;
35273;Saint-Germain-en-Coglès;19836;
35274;Saint-Germain-sur-Ille;22000;
35275;Saint-Gilles;22053;8
35276;Saint-Gondran;22324;
35277;Saint-Gonlay;19867;
35278;Saint-Grégoire;28572;5
35279;Saint-Guinoux;19364;
35280;Saint-Hilaire-des-Landes;19008;
35281;Saint-Jacques-de-la-Lande;19289;15
35282;Saint-Jean-sur-Couesnon;21093;
35283;Saint-Jean-sur-Vilaine;21837;
35284;Saint-Jouan-des-Guérets;21853;
35285;Saint-Just;18504;
35286;Saint-Léger-des-Prés;19196;
35287;Saint-Lunaire;23743;
35288;Saint-Malo;20812;13
35289;Saint-Malo-de-Phily;19294;
35290;Saint-Malon-sur-Mel;18061;
35291;Saint-Marcan;18340;
35292;Saint-Marc-le-Blanc;18937;
35293;Saint-Marc-sur-Couesnon;21155;
35294;Sainte-Marie;19490;11
35295;Saint-Maugan;19003;
35296;Saint-Médard-sur-Ille;21534;
35297;Saint-Méen-le-Grand;19133;13
35299;Saint-Méloir-des-Ondes;20762;8
35300;Saint-M'Hervé;19495;
35301;Saint-M'Hervon;21309;
35302;Saint-Onen-la-Chapelle;20650;
35303;Saint-Ouen-la-Rouërie;17687;
35304;Saint-Ouen-des-Alleux;19876;
35305;Saint-Péran;21399;
35306;Saint-Père;21957;
35307;Saint-Pern;20142;
35308;Saint-Pierre-de-Plesguen;19893;11
35309;Saint-Rémy-du-Plain;19008;
35310;Saint-Sauveur-des-Landes;20835;
35311;Saint-Séglin;18308;
35312;Saint-Senoux;20743;
35314;Saint-Suliac;23018;
35315;Saint-Sulpice-la-Forêt;25812;
35316;Saint-Sulpice-des-Landes;17528;
35317;Saint-Symphorien;20960;
35318;Saint-Thual;20482;
35319;Saint-Thurial;21356;
35320;Saint-Uniac;20057;
35321;Saulnières;18774;
35322;Le Sel-de-Bretagne;19447;
35323;La Selle-en-Coglès;17711;
35324;La Selle-en-Luitré;20484;
35325;La Selle-Guerchaise;17583;
35326;Sens-de-Bretagne;19815;11
35327;Servon-sur-Vilaine;22889;
35328;Sixt-sur-Aff;18990;14
35329;Sougéal;18647;
35330;Taillis;19431;
35331;Talensac;21688;
35332;Teillay;18124;
35333;Le Theil-de-Bretagne;20130;
35334;Thorigné-Fouillard;25476;5
35335;Thourie;18626;
35336;Le Tiercent;20408;
35337;Tinténiac;20427;10
35338;Torcé;19985;
35339;Trans-la-Forêt;18987;
35340;Treffendel;20569;
35341;Tremblay;18619;
35342;Trémeheuc;18780;
35343;Tresboeuf;19431;
35344;Tressé;18669;
35345;Trévérien;18914;
35346;Trimer;17965;
35347;Val-d'Izé;20325;
35348;Vendel;19613;
35350;Vergéal;19120;
35351;Le Verger;20771;
35352;Vern-sur-Seiche;23529;7
35353;Vezin-le-Coquet;22711;11
35354;Vieux-Viel;18959;
35355;Vieux-Vy-sur-Couesnon;19792;
35356;Vignoc;22511;
35357;Villamée;18477;
35358;La Ville-ès-Nonais;21438;
35359;Visseiche;19241;
35360;Vitré;20804;10
35361;Le Vivier-sur-Mer;21957;
35362;Le Tronchet;18766;
35363;Pont-Péan;22381;8
36001;Aigurande;17624;
36002;Aize;18267;
36003;Ambrault;19266;
36004;Anjouin;17382;
36005;Ardentes;21146;6
36006;Argenton-sur-Creuse;18468;17
36007;Argy;19207;
36008;Arpheuilles;17012;
36009;Arthon;20484;
36010;Azay-le-Ferron;16903;
36011;Bagneux;18542;
36012;Baraize;18520;
36013;Baudres;19477;
36014;Bazaiges;17608;
36015;Beaulieu;;
36016;Bélâbre;18803;
36017;La Berthenoux;16858;
36018;Le Blanc;18558;15
36019;Bommiers;19219;
36020;Bonneuil;;
36021;Les Bordes;20740;
36022;Bouesse;18416;
36023;Bouges-le-Château;18665;
36024;Bretagne;17887;
36025;Briantes;19333;
36026;Brion;19529;
36027;Brives;19905;
36028;La Buxerette;16977;
36029;Buxeuil;16467;
36030;Buxières-d'Aillac;19298;
36031;Buzançais;18632;14
36032;Ceaulmont;20242;
36033;Celon;18453;
36034;Chabris;19552;13
36035;Chaillac;17065;
36036;Chalais;15796;
36037;La Champenoise;20921;
36038;Champillet;17276;
36040;La Chapelle-Orthemale;19167;
36041;La Chapelle-Saint-Laurian;18695;
36042;Chasseneuil;19862;
36043;Chassignolles;18176;
36044;Châteauroux;18609;20
36045;Châtillon-sur-Indre;18068;16
36046;La Châtre;18462;18
36047;La Châtre-Langlin;17489;
36048;Chavin;18095;
36049;Chazelet;18183;
36050;Chezelles;20485;
36051;Chitray;19642;
36052;Chouday;24705;
36053;Ciron;18554;
36054;Cléré-du-Bois;17304;
36055;Clion;18546;
36056;Cluis;18950;
36057;Coings;20987;
36058;Concremiers;18977;
36059;Condé;21773;
36060;Crevant;17837;
36061;Crozon-sur-Vauvre;17314;
36062;Cuzion;18409;
36063;Déols;20353;11
36064;Diors;20349;
36065;Diou;20903;
36066;Douadic;19430;
36067;Dunet;20070;
36068;Dun-le-Poëlier;18127;
36069;Écueillé;18017;
36070;Éguzon-Chantôme;17926;
36071;Étrechet;21723;
36072;Faverolles;16969;
36073;Feusines;19318;
36074;Fléré-la-Rivière;18262;
36075;Fontenay;;
36076;Fontgombault;17553;
36077;Fontguenand;18257;
36078;Fougerolles;17701;
36079;Francillon;;
36080;Frédille;;
36081;Gargilesse-Dampierre;19360;
36082;Gehée;19002;
36083;Giroux;20511;
36084;Gournay;16489;
36085;Guilly;19678;
36086;Heugnes;18529;
36087;Ingrandes;19457;
36088;Issoudun;18793;16
36089;Jeu-les-Bois;19103;
36090;Jeu-Maloches;18582;
36091;Lacs;20200;
36092;Langé;18037;
36093;Levroux;19386;13
36094;Lignac;16237;
36095;Lignerolles;17843;
36096;Lingé;18596;
36097;Liniez;19305;
36098;Lizeray;;
36099;Lourdoueix-Saint-Michel;15220;
36100;Lourouer-Saint-Laurent;22267;
36101;Luant;21088;
36102;Luçay-le-Libre;;
36103;Luçay-le-Mâle;18681;
36104;Lurais;18362;
36105;Lureuil;17472;
36106;Luzeret;15301;
36107;Lye;17892;
36108;Lys-Saint-Georges;21434;
36109;Le Magny;19609;
36110;Maillet;19287;
36111;Malicornay;18756;
36112;Mâron;20093;
36113;Martizay;17649;
36114;Mauvières;19365;
36115;Menetou-sur-Nahon;17852;
36116;Ménétréols-sous-Vatan;23049;
36117;Le Menoux;20667;
36118;Méobecq;19317;
36119;Mérigny;18123;
36120;Mers-sur-Indre;20224;
36121;Meunet-Planches;20857;
36122;Meunet-sur-Vatan;21574;
36123;Mézières-en-Brenne;18476;
36124;Migné;17575;
36125;Migny;19769;
36126;Montchevrier;16741;
36127;Montgivray;19853;
36128;Montierchaume;20410;
36129;Montipouret;19762;
36130;Montlevicq;15165;
36131;Mosnay;19996;
36132;La Motte-Feuilly;;
36133;Mouhers;18179;
36134;Mouhet;15655;
36135;Moulins-sur-Céphons;18813;
36136;Murs;20815;
36137;Néons-sur-Creuse;19372;
36138;Néret;17992;
36139;Neuillay-les-Bois;18554;
36140;Neuvy-Pailloux;20111;
36141;Neuvy-Saint-Sépulchre;18946;
36142;Niherne;20992;
36143;Nohant-Vic;20128;
36144;Nuret-le-Ferron;20033;
36145;Obterre;17079;
36146;Orsennes;17018;
36147;Orville;17562;
36148;Oulches;18237;
36149;Palluau-sur-Indre;18020;
36150;Parnac;17595;
36151;Parpeçay;;
36152;Paudy;18894;
36153;Paulnay;19143;
36154;Le Pêchereau;19843;
36155;Pellevoisin;17649;
36156;Pérassay;18259;
36157;La Pérouille;19569;
36158;Badecon-le-Pin;19124;
36159;Le Poinçonnet;23363;5
36160;Pommiers;15787;
36161;Le Pont-Chrétien-Chabenet;18622;
36162;Poulaines;19312;
36163;Pouligny-Notre-Dame;17191;
36164;Pouligny-Saint-Martin;19109;
36165;Pouligny-Saint-Pierre;18813;
36166;Préaux;17047;
36167;Preuilly-la-Ville;18393;
36168;Prissac;17061;
36169;Pruniers;18089;
36170;Reboursin;;
36171;Reuilly;19463;14
36172;Rivarennes;17761;
36173;Rosnay;17809;
36174;Roussines;19189;
36175;Rouvres-les-Bois;18797;
36176;Ruffec;17291;
36177;Sacierges-Saint-Martin;18342;
36178;Saint-Aigny;19593;
36179;Saint-Aoustrille;21367;
36180;Saint-Août;19610;
36181;Saint-Aubin;20807;
36182;Saint-Benoît-du-Sault;17593;
36183;Sainte-Cécile;;
36184;Saint-Chartier;17629;
36185;Saint-Christophe-en-Bazelle;18303;
36186;Saint-Christophe-en-Boucherie;18041;
36187;Saint-Civran;18877;
36188;Saint-Cyran-du-Jambot;19018;
36189;Saint-Denis-de-Jouhet;17223;
36190;Sainte-Fauste;21875;
36191;Saint-Florentin;19073;
36192;Saint-Gaultier;18059;
36193;Sainte-Gemme;19161;
36194;Saint-Genou;18020;
36195;Saint-Georges-sur-Arnon;22301;
36196;Saint-Gilles;17008;
36197;Saint-Hilaire-sur-Benaize;16912;
36198;Saint-Lactencin;20153;
36199;Sainte-Lizaigne;21861;
36200;Saint-Marcel;19763;
36201;Saint-Martin-de-Lamps;;
36202;Saint-Maur;21852;
36203;Saint-Médard;;
36204;Saint-Michel-en-Brenne;17224;
36205;Saint-Pierre-de-Jards;18614;
36206;Saint-Pierre-de-Lamps;;
36207;Saint-Plantaire;17163;
36208;Sainte-Sévère-sur-Indre;19206;
36209;Saint-Valentin;20689;
36210;Sarzay;20163;
36211;Sassierges-Saint-Germain;20777;
36212;Saulnay;17130;
36213;Sauzelles;19361;
36214;Sazeray;15087;
36215;Ségry;21836;
36216;Selles-sur-Nahon;;
36217;Sembleçay;19579;
