CODGEO;LIBGEO;MED15;TP6015
02516;Montigny-sous-Marle;;
02517;Montigny-sur-Crécy;18380;
02518;Montlevon;21768;
02519;Montloué;16386;
02520;Mont-Notre-Dame;19783;
02521;Montreuil-aux-Lions;20968;
02522;Mont-Saint-Jean;;
02523;Mont-Saint-Martin;;
02524;Mont-Saint-Père;22684;
02525;Morcourt;22496;
02526;Morgny-en-Thiérache;;
02527;Morsain;19160;
02528;Mortefontaine;22321;
02529;Mortiers;17631;
02530;Moulins;;
02531;Moussy-Verneuil;19097;
02532;Moÿ-de-l'Aisne;19477;
02533;Muret-et-Crouttes;18938;
02534;Muscourt;;
02535;Nampcelles-la-Cour;17433;
02536;Nampteuil-sous-Muret;;
02537;Nanteuil-la-Fosse;20559;
02538;Nanteuil-Notre-Dame;;
02539;Nauroy;18625;
02540;Nesles-la-Montagne;21872;
02541;Neufchâtel-sur-Aisne;20407;
02542;Neuflieux;;
02543;Neuilly-Saint-Front;17999;15
02544;Neuve-Maison;17175;
02545;La Neuville-Bosmont;21877;
02546;La Neuville-en-Beine;21171;
02547;La Neuville-Housset;;
02548;La Neuville-lès-Dorengt;18386;
02549;Neuville-Saint-Amand;21800;
02550;Neuville-sur-Ailette;17940;
02551;Neuville-sur-Margival;17179;
02552;Neuvillette;21233;
02553;Nizy-le-Comte;17451;
02554;Nogentel;23084;
02555;Nogent-l'Artaud;19623;13
02556;Noircourt;;
02557;Noroy-sur-Ourcq;20730;
02558;Le Nouvion-en-Thiérache;17190;23
02559;Nouvion-et-Catillon;18388;
02560;Nouvion-le-Comte;20114;
02561;Nouvion-le-Vineux;24862;
02562;Nouvron-Vingré;17749;
02563;Noyales;18567;
02564;Noyant-et-Aconin;22048;
02565;Oeuilly;19676;
02566;Ognes;20495;
02567;Ohis;16723;
02568;Oigny-en-Valois;24042;
02569;Oisy;17491;
02570;Ollezy;17099;
02571;Omissy;22847;
02572;Orainville;23207;
02573;Orgeval;;
02574;Origny-en-Thiérache;17766;
02575;Origny-Sainte-Benoite;17386;
02576;Osly-Courtil;20042;
02577;Ostel;;
02578;Oulches-la-Vallée-Foulon;;
02579;Oulchy-la-Ville;18952;
02580;Oulchy-le-Château;18344;
02581;Paars;21550;
02582;Paissy;;
02583;Pancy-Courtecon;;
02584;Papleux;20082;
02585;Parcy-et-Tigny;21108;
02586;Parfondeval;21209;
02587;Parfondru;21460;
02588;Pargnan;;
02589;Pargny-Filain;22985;
02590;Pargny-la-Dhuys;22191;
02591;Pargny-les-Bois;18383;
02592;Parpeville;19136;
02593;Pasly;22774;
02594;Passy-en-Valois;20514;
02595;Passy-sur-Marne;26205;
02596;Pavant;19704;
02597;Perles;;
02598;Pernant;22306;
02599;Pierremande;19656;
02600;Pierrepont;19653;
02601;Pignicourt;20020;
02602;Pinon;17469;
02604;Pithon;;
02605;Pleine-Selve;19331;
02606;Le Plessier-Huleu;;
02607;Ploisy;;
02608;Plomion;16815;
02609;Ployart-et-Vaurseine;;
02610;Pommiers;20660;
02612;Pont-Arcy;19041;
02613;Pontavert;21292;
02614;Pontru;17822;
02615;Pontruet;23775;
02616;Pont-Saint-Mard;20006;
02617;Pouilly-sur-Serre;18888;
02618;Prémont;17486;
02619;Prémontré;21344;
02620;Presles-et-Boves;18899;
02621;Presles-et-Thierny;24733;
02622;Priez;;
02623;Prisces;;
02624;Proisy;19432;
02625;Proix;17548;
02626;Prouvais;20955;
02627;Proviseux-et-Plesnoy;21412;
02628;Puiseux-en-Retz;23886;
02629;Puisieux-et-Clanlieu;17648;
02631;Quierzy;18960;
02632;Quincy-Basse;;
02633;Quincy-sous-le-Mont;;
02634;Raillimont;;
02635;Ramicourt;19662;
02636;Regny;21947;
02637;Remaucourt;23798;
02638;Remies;19208;
02639;Remigny;19781;
02640;Renansart;15308;
02641;Renneval;14147;
02642;Résigny;16700;
02643;Ressons-le-Long;20583;
02644;Retheuil;22352;
02645;Reuilly-Sauvigny;19635;
02646;Révillon;;
02647;Ribeauville;;
02648;Ribemont;17388;
02649;Rocourt-Saint-Martin;20377;
02650;Rocquigny;17797;
02651;Rogécourt;;
02652;Rogny;18744;
02653;Romeny-sur-Marne;21495;
02654;Romery;;
02655;Ronchères;20139;
02656;Roucy;22462;
02657;Rougeries;15840;
02658;Roupy;21835;
02659;Rouvroy;24903;
02660;Rouvroy-sur-Serre;;
02661;Royaucourt-et-Chailvet;21752;
02662;Rozet-Saint-Albin;20113;
02663;Rozières-sur-Crise;19078;
02664;Rozoy-Bellevalle;22882;
02665;Grand-Rozoy;20229;
02666;Rozoy-sur-Serre;15803;
02667;Saconin-et-Breuil;21694;
02668;Sains-Richaumont;16653;
02669;Saint-Agnan;;
02670;Saint-Algis;18153;
02671;Saint-Aubin;17470;
02672;Saint-Bandry;20607;
02673;Saint-Christophe-à-Berry;19583;
02674;Saint-Clément;;
02675;Sainte-Croix;21026;
02676;Saint-Erme-Outre-et-Ramecourt;19102;
02677;Saint-Eugène;19132;
02678;Sainte-Geneviève;;
02679;Saint-Gengoulph;19045;
02680;Saint-Gobain;19433;16
02681;Saint-Gobert;17933;
02682;Saint-Mard;19273;
02683;Saint-Martin-Rivière;14660;
02684;Saint-Michel;15952;28
02685;Saint-Nicolas-aux-Bois;19563;
02686;Saint-Paul-aux-Bois;20107;
02687;Saint-Pierre-Aigle;23580;
02688;Saint-Pierre-lès-Franqueville;;
02689;Saint-Pierremont;;
02690;Sainte-Preuve;;
02691;Saint-Quentin;16614;28
02693;Saint-Rémy-Blanzy;19473;
02694;Saint-Simon;20218;
02695;Saint-Thibaut;;
02696;Saint-Thomas;;
02697;Samoussy;21971;
02698;Sancy-les-Cheminots;21149;
02699;Saponay;19540;
02701;Saulchery;20924;
02702;Savy;21500;
02703;Seboncourt;17931;
02704;Selens;18977;
02705;La Selve;18634;
02706;Septmonts;21666;
02707;Septvaux;20498;
02708;Sequehart;22520;
02709;Serain;17133;
02710;Seraucourt-le-Grand;19946;
02711;Serches;19394;
02712;Sergy;22501;
02713;Seringes-et-Nesles;19107;
02714;Sermoise;19109;
02715;Serval;;
02716;Servais;21913;
02717;Séry-lès-Mézières;18625;
02718;Silly-la-Poterie;24005;
02719;Sinceny;19587;13
02720;Sissonne;16589;
02721;Sissy;21838;
02722;Soissons;16650;28
02723;Soize;;
02724;Sommelans;;
02725;Sommeron;16289;
02726;Sommette-Eaucourt;20225;
02727;Sons-et-Ronchères;17085;
02728;Sorbais;17347;
02729;Soucy;;
02730;Soupir;18428;
02731;Le Sourd;21096;
02732;Surfontaine;;
02733;Suzy;21272;
02734;Taillefontaine;20277;
02735;Tannières;;
02736;Tartiers;19551;
02737;Tavaux-et-Pontséricourt;17685;
02738;Tergnier;16640;25
02739;Terny-Sorny;22766;
02740;Thenailles;19987;
02741;Thenelles;16979;
02742;Thiernu;17562;
02743;Le Thuel;19604;
02744;Torcy-en-Valois;;
02745;Toulis-et-Attencourt;19843;
02746;Travecy;19683;
02747;Trefcon;;
02748;Trélou-sur-Marne;22368;
02749;Troësnes;21069;
02750;Trosly-Loire;18565;
02751;Trucy;17915;
02752;Tugny-et-Pont;18521;
02753;Tupigny;16206;
02754;Ugny-le-Gay;21648;
02755;Urcel;20088;
02756;Urvillers;21892;
02757;Vadencourt;16678;
02758;Vailly-sur-Aisne;18647;16
02759;La Vallée-au-Blé;15557;
02760;La Vallée-Mulâtre;16815;
02761;Variscourt;22300;
02762;Vassens;17875;
02763;Vasseny;19787;
02764;Vassogne;;
02765;Vaucelles-et-Beffecourt;22440;
02766;Vaudesson;18394;
02767;Vauxrezis;22216;
02768;Vauxaillon;18930;
02769;Vaux-Andigny;17866;
02770;Vauxbuin;22616;
02771;Vauxcéré;;
02772;Vaux-en-Vermandois;20637;
02773;Vauxtin;;
02774;Vendelles;19258;
02775;Vendeuil;21435;
02776;Vendhuile;17794;
02777;Vendières;22892;
02778;Vendresse-Beaulne;19364;
02779;Vénérolles;17142;
02780;Venizel;19047;
02781;Verdilly;22203;
02782;Le Verguier;19322;
02783;Grand-Verly;16733;
02784;Petit-Verly;17931;
02785;Vermand;20292;
02786;Verneuil-sous-Coucy;19836;
02787;Verneuil-sur-Serre;20426;
02788;Versigny;18431;
02789;Vervins;16729;28
02790;Vesles-et-Caumont;19537;
02791;Veslud;25217;
02792;Veuilly-la-Poterie;19155;
02793;Vézaponin;19383;
02794;Vézilly;22064;
02795;Vic-sur-Aisne;19193;
02796;Vichel-Nanteuil;;
02797;Viel-Arcy;18229;
02798;Viels-Maisons;19642;
02799;Vierzy;17862;
02800;Viffort;21103;
02801;Vigneux-Hocquet;20195;
02802;La Ville-aux-Bois-lès-Dizy;18180;
02803;La Ville-aux-Bois-lès-Pontavert;20720;
02804;Villemontoire;21951;
02805;Villeneuve-Saint-Germain;18165;17
02806;Villeneuve-sur-Fère;18300;
02807;Villequier-Aumont;21535;
02808;Villeret;16890;
02809;Villers-Agron-Aiguizy;;
02810;Villers-Cotterêts;18505;17
02811;Villers-en-Prayères;;
02812;Villers-Hélon;20849;
02813;Villers-le-Sec;18074;
02814;Villers-lès-Guise;20757;
02815;Villers-Saint-Christophe;20953;
02816;Villers-sur-Fère;20739;
02817;Ville-Savoye;;
02818;Villiers-Saint-Denis;21595;
02819;Vincy-Reuil-et-Magny;16285;
02820;Viry-Noureuil;21304;
02821;Vivaise;21029;
02822;Vivières;22187;
02823;Voharies;;
02824;Vorges;24401;
02826;Voulpaix;18871;
02827;Voyenne;18442;
02828;Vregny;;
02829;Vuillery;;
02830;Wassigny;17332;
02831;Watigny;18164;
02832;Wiège-Faty;17423;
02833;Wimy;18657;
02834;Wissignicourt;22019;
03001;Abrest;20453;11
03002;Agonges;19393;
03003;Ainay-le-Château;19001;
03004;Andelaroche;17146;
03005;Archignat;16601;
03006;Arfeuilles;15560;
03007;Arpheuilles-Saint-Priest;21144;
03008;Arronnes;17319;
03009;Aubigny;17911;
03010;Audes;18818;
03011;Aurouër;19743;
03012;Autry-Issards;20320;
03013;Avermes;21586;8
03014;Avrilly;18432;
03015;Bagneux;20402;
03016;Barberier;18805;
03017;Barrais-Bussolles;17154;
03018;Bayet;18690;
03019;Beaulon;19622;
03020;Beaune-d'Allier;17603;
03021;Bègues;19067;
03022;Bellenaves;17607;
03023;Bellerive-sur-Allier;20998;14
03024;Bert;17399;
03025;Bessay-sur-Allier;19686;
03026;Besson;21365;
03027;Bézenet;17539;
03028;Billezois;18527;
03029;Billy;19928;
03030;Biozat;19541;
03031;Bizeneuille;19188;
03032;Blomard;19058;
03033;Bost;19757;
03034;Boucé;18639;
03035;Le Bouchaud;15884;
03036;Bourbon-l'Archambault;19585;16
03037;Braize;15926;
03038;Bransat;20884;
03039;Bresnay;19648;
03040;Bressolles;24159;
03041;Le Brethon;19000;
03042;Le Breuil;17879;
03043;Broût-Vernet;18531;
03044;Brugheas;21223;
03045;Busset;20133;
03046;Buxières-les-Mines;17589;
03047;La Celle;18576;
03048;Cérilly;18965;
03049;Cesset;20722;
03050;La Chabanne;14701;
03051;Chambérat;17560;
03052;Chamblet;20517;
03053;Chantelle;19655;
03054;Chapeau;19861;
03055;La Chapelaude;20567;
03056;La Chapelle;19402;
03057;La Chapelle-aux-Chasses;18700;
03058;Chappes;17084;
03059;Chareil-Cintrat;20813;
03060;Charmeil;20267;
03061;Charmes;20579;
03062;Charroux;21165;
03063;Chassenard;19138;
03064;Château-sur-Allier;19047;
03065;Châtel-de-Neuvre;18806;
03066;Châtel-Montagne;16622;
03067;Châtelperron;17660;
03068;Châtelus;16230;
03069;Châtillon;18337;
03070;Chavenon;19667;
03071;Chavroches;18237;
03072;Chazemais;20143;
03073;Chemilly;20659;
03074;Chevagnes;19890;
03075;Chezelle;18346;
03076;Chézy;21151;
03077;Chirat-l'Église;17463;
03078;Chouvigny;20177;
03079;Cindré;16729;
03080;Cognat-Lyonne;20768;
03081;Colombier;19364;
03082;Commentry;18300;17
03083;Contigny;20647;
03084;Cosne-d'Allier;18738;14
03085;Coulandon;21989;
03086;Coulanges;17820;
03087;Couleuvre;18131;
03088;Courçais;16390;
03089;Coutansouze;18848;
03090;Couzon;18858;
03091;Créchy;19315;
03092;Cressanges;19542;
03093;Creuzier-le-Neuf;21419;
03094;Creuzier-le-Vieux;22657;7
03095;Cusset;18863;19
03096;Deneuille-lès-Chantelle;;
03097;Deneuille-les-Mines;20492;
03098;Désertines;20165;13
03099;Deux-Chaises;19669;
03100;Diou;18922;
03101;Domérat;20658;11
03102;Dompierre-sur-Besbre;18945;14
03103;Le Donjon;17440;
03104;Doyet;18550;
03105;Droiturier;17679;
03106;Durdat-Larequille;20454;
03107;Ébreuil;20359;
03108;Échassières;17584;
03109;Escurolles;19217;
03110;Espinasse-Vozelle;21227;
03111;Estivareilles;20997;
03112;Étroussat;18920;
03113;Ferrières-sur-Sichon;17501;
03114;La Ferté-Hauterive;19260;
03115;Fleuriel;20628;
03116;Fourilles;19699;
03117;Franchesse;16492;
03118;Gannat;18411;15
03119;Gannay-sur-Loire;18019;
03120;Garnat-sur-Engièvre;19785;
03121;Gennetines;20863;
03122;Gipcy;19023;
03123;Givarlais;;
03124;Gouise;21146;
03125;La Guillermie;13789;
03126;Hauterive;19032;
03127;Hérisson;19286;
03128;Huriel;19890;13
03129;Hyds;18491;
03130;Isle-et-Bardais;18862;
03131;Isserpent;17988;
03132;Jaligny-sur-Besbre;18418;
03133;Jenzat;19473;
03134;Laféline;18566;
03135;Lalizolle;16602;
03136;Lamaids;18086;
03137;Langy;20122;
03138;Lapalisse;18003;16
03139;Laprugne;16565;
03140;Lavault-Sainte-Anne;21284;
03141;Lavoine;17851;
03142;Lenax;16047;
03143;Lételon;17447;
03144;Liernolles;18456;
03145;Lignerolles;22067;
03146;Limoise;18346;
03147;Loddes;15788;
03148;Loriges;17900;
03149;Louchy-Montfand;21397;
03150;Louroux-Bourbonnais;20355;
03151;Louroux-de-Beaune;20948;
03152;Louroux-de-Bouble;18168;
03153;Louroux-Hodement;;
03154;Luneau;16326;
03155;Lurcy-Lévis;17296;
03156;Lusigny;20568;
03157;Magnet;19770;
03158;Haut-Bocage;18275;
03159;Malicorne;18656;
03160;Marcenat;19968;
03161;Marcillat-en-Combraille;19396;
03162;Marigny;21337;
03163;Mariol;19513;
03164;Le Mayet-d'École;19191;
03165;Le Mayet-de-Montagne;17508;
03166;Mazerier;19633;
03167;Mazirat;18075;
03168;Meaulne-Vitray;18558;
03169;Meillard;19658;
03170;Meillers;19042;
03171;Mercy;20167;
03172;Mesples;17588;
03173;Molinet;18501;
03174;Molles;20037;
03175;Monestier;16270;
03176;Monétay-sur-Allier;18953;
03177;Monétay-sur-Loire;15049;
03178;Montaiguët-en-Forez;17279;
03179;Montaigu-le-Blin;18619;
03180;Montbeugny;19478;
03181;Montcombroux-les-Mines;17760;
03182;Monteignet-sur-l'Andelot;21986;
03183;Le Montet;18580;
03184;Montilly;21569;
03185;Montluçon;17950;22
03186;Montmarault;17520;
03187;Montoldre;19460;
03188;Montord;19668;
03189;Montvicq;18986;
03190;Moulins;18140;21
03191;Murat;17822;
03192;Nades;16849;
03193;Nassigny;17878;
03194;Naves;18435;
03195;Néris-les-Bains;21529;11
03196;Neuilly-en-Donjon;17359;
03197;Neuilly-le-Réal;20347;
03198;Neure;18963;
03200;Neuvy;23360;
03201;Nizerolles;16202;
03202;Noyant-d'Allier;16856;
03203;Paray-le-Frésil;18151;
03204;Paray-sous-Briailles;18323;
03205;Périgny;18661;
03206;La Petite-Marche;17330;
03207;Pierrefitte-sur-Loire;18067;
03208;Le Pin;16746;
03209;Poëzat;21587;
03210;Pouzy-Mésangy;18599;
03211;Prémilhat;22423;
03212;Quinssaines;21294;
03213;Reugny;19928;
03214;Rocles;17716;
03215;Rongères;20495;
03216;Ronnet;20744;
03217;Saint-Angel;22579;
03218;Saint-Aubin-le-Monial;21256;
03219;Saint-Bonnet-de-Four;21495;
03220;Saint-Bonnet-de-Rochefort;18974;
03221;Saint-Bonnet-Tronçais;18766;
03222;Saint-Caprais;;
03223;Saint-Christophe;18581;
03224;Saint-Clément;16624;
03225;Saint-Désiré;16961;
03226;Saint-Didier-en-Donjon;15650;
03227;Saint-Didier-la-Forêt;19981;
03228;Saint-Éloy-d'Allier;;
03229;Saint-Ennemond;18987;
03230;Saint-Étienne-de-Vicq;20089;
03231;Saint-Fargeol;18903;
03232;Saint-Félix;20684;
03233;Saint-Genest;20528;
03234;Saint-Gérand-de-Vaux;17150;
03235;Saint-Gérand-le-Puy;18282;
03236;Saint-Germain-des-Fossés;17972;17
03237;Saint-Germain-de-Salles;19337;
03238;Saint-Hilaire;18221;
03239;Saint-Léger-sur-Vouzance;18254;
03240;Saint-Léon;18211;
03241;Saint-Léopardin-d'Augy;16845;
03242;Saint-Loup;19153;
03243;Saint-Marcel-en-Murat;20967;
03244;Saint-Marcel-en-Marcillat;22463;
03245;Saint-Martin-des-Lais;19726;
03246;Saint-Martinien;20502;
03247;Saint-Menoux;19891;
03248;Saint-Nicolas-des-Biefs;16275;
03249;Saint-Palais;16641;
03250;Saint-Pierre-Laval;18540;
03251;Saint-Plaisir;18761;
03252;Saint-Pont;20703;
03253;Saint-Pourçain-sur-Besbre;19477;
03254;Saint-Pourçain-sur-Sioule;18706;16
03255;Saint-Priest-d'Andelot;18663;
03256;Saint-Priest-en-Murat;18243;
03257;Saint-Prix;18970;
03258;Saint-Rémy-en-Rollat;20689;
03259;Saint-Sauvier;17331;
03260;Saint-Sornin;18051;
03261;Sainte-Thérence;19179;
03262;Saint-Victor;22094;
03263;Saint-Voir;18030;
03264;Saint-Yorre;19287;13
03265;Saligny-sur-Roudon;18145;
03266;Sanssat;19188;
03267;Saulcet;20310;
03268;Saulzet;20964;
03269;Sauvagny;;
03270;Sazeret;18849;
03271;Serbannes;22165;
03272;Servilly;16755;
03273;Seuillet;20271;
03274;Sorbier;17125;
03275;Souvigny;18715;
03276;Sussat;19123;
03277;Target;19089;
03278;Taxat-Senat;19758;
03279;Teillet-Argenty;20229;
03280;Terjat;17637;
03281;Le Theil;18579;
03282;Theneuille;16861;
03283;Thiel-sur-Acolin;18264;
03284;Thionne;19203;
03285;Tortezais;20022;
03286;Toulon-sur-Allier;21999;
03287;Treban;18155;
03288;Treignat;17096;
03289;Treteau;18023;
03290;Trévol;22733;
03291;Trézelles;18277;
03292;Tronget;19502;
03293;Urçay;18454;
03294;Ussel-d'Allier;21264;
03295;Valignat;;
03296;Valigny;16507;
03297;Vallon-en-Sully;18915;
03298;Varennes-sur-Allier;18041;19
03299;Varennes-sur-Tèche;16105;
03300;Vaumas;17818;
03301;Vaux;19617;
03302;Veauce;;
03303;Venas;18898;
03304;Vendat;22093;
03305;Verneix;19460;
03306;Le Vernet;22571;
03307;Verneuil-en-Bourbonnais;21275;
03308;Vernusse;16171;
03309;Le Veurdre;16920;
03310;Vichy;18316;21
03311;Vicq;20047;
03312;Vieure;17741;
03313;Le Vilhain;19374;
03314;Villebret;22304;
03315;Villefranche-d'Allier;18467;
03316;Villeneuve-sur-Allier;19322;
03317;Viplaix;18048;
03318;Vitray;20788;
03319;Voussac;18835;
03320;Ygrande;17765;
03321;Yzeure;21188;11
04001;Aiglun;22435;
04004;Allemagne-en-Provence;18058;
04005;Allons;;
04006;Allos;18830;
04007;Angles;;
04008;Annot;18658;
04009;Archail;;
04012;Aubenas-les-Alpes;;
04013;Aubignosc;21311;
04016;Authon;;
04017;Auzet;14821;
04018;Banon;19380;
04019;Barcelonnette;18463;19
04020;Barles;;
04021;Barras;16833;
04022;Barrême;15734;
04023;Bayons;15575;
04024;Beaujeu;21605;
04025;Beauvezer;17751;
04026;Bellaffaire;18476;
04027;Bevons;20289;
04028;Beynes;15860;
04030;Blieux;;
04031;Bras-d'Asse;19233;
04032;Braux;18534;
04033;Ubaye-Serre-Ponçon;17818;
04034;La Brillanne;17159;
04035;Brunet;19860;
04036;Le Brusquet;22533;
04037;Le Caire;;
04039;Castellane;18377;
04040;Le Castellard-Mélan;;
04041;Le Castellet;18958;
04042;Castellet-lès-Sausses;18877;
04043;Val-de-Chalvagne;;
04045;Céreste;18205;
04046;Le Chaffaut-Saint-Jurson;21266;
04047;Champtercier;22033;
04049;Château-Arnoux-Saint-Auban;19093;17
04050;Châteaufort;;
04051;Châteauneuf-Miravail;;
04053;Châteauneuf-Val-Saint-Donat;19647;
04054;Châteauredon;;
04055;Chaudon-Norante;17878;
04057;Clamensane;17392;
04058;Claret;20045;
04059;Clumanc;17320;
04061;Colmars;18534;
04062;La Condamine-Châtelard;17653;
04063;Corbières;22072;
04065;Cruis;19386;
04066;Curbans;22067;
04067;Curel;;
04068;Dauphin;21629;
04069;Demandolx;20758;
04070;Digne-les-Bains;19347;18
04072;Draix;;
04073;Enchastrayes;20146;
04074;Entrages;20728;
04075;Entrepierres;20291;
04076;Entrevaux;18758;
04077;Entrevennes;17619;
04079;L'Escale;21016;
04081;Esparron-de-Verdon;19387;
04084;Estoublon;19925;
04085;Faucon-du-Caire;;
04086;Faucon-de-Barcelonnette;20935;
04087;Fontienne;18559;
04088;Forcalquier;18491;20
04090;Le Fugeret;16957;
04091;Ganagobie;;
04092;La Garde;;
04093;Gigors;;
04094;Gréoux-les-Bains;19693;17
04095;L'Hospitalet;;
04096;Jausiers;18966;
04097;La Javie;18384;
04099;Lambruisse;16859;
04100;Larche;;
04101;Lardiers;17255;
04102;Le Lauzet-Ubaye;18352;
04104;Limans;17222;
04106;Lurs;20648;
04107;Majastres;;
04108;Malijai;17982;
04109;Mallefougasse-Augès;20821;
04110;Mallemoisson;21386;
04111;Mane;19889;
04112;Manosque;19229;19
04113;Marcoux;21795;
04115;Méailles;16374;
04116;Les Mées;18826;16
04118;Melve;17950;
04120;Val d'Oronaye;;
04121;Mézel;19152;
04122;Mirabeau;21166;
04123;Mison;20839;
04124;Montagnac-Montpezat;18319;
04126;Montclar;19313;
04127;Montfort;20257;
04128;Montfuron;20308;
04129;Montjustin;;
04130;Montlaux;19053;
04132;Montsalier;20889;
04133;Moriez;16982;
04134;La Motte-du-Caire;18166;
04135;Moustiers-Sainte-Marie;17645;
04136;La Mure-Argens;20907;
04137;Nibles;;
04138;Niozelles;20789;
04139;Noyers-sur-Jabron;20023;
04140;Les Omergues;18395;
04141;Ongles;18378;
04142;Oppedette;;
04143;Oraison;20740;12
04144;La Palud-sur-Verdon;16602;
04145;Peipin;19268;
04148;Peyroules;18129;
04149;Peyruis;19843;16
04150;Piégut;17743;
04151;Pierrerue;19480;
04152;Pierrevert;25301;7
04154;Pontis;;
04155;Prads-Haute-Bléone;17379;
04156;Puimichel;20201;
04157;Puimoisson;19004;
04158;Quinson;17349;
04159;Redortiers;;
04160;Reillanne;19309;
04161;Méolans-Revel;17389;
04162;Revest-des-Brousses;17544;
04163;Revest-du-Bion;18501;
04164;Revest-Saint-Martin;;
04166;Riez;17340;
04167;La Robine-sur-Galabre;20390;
04169;La Rochegiron;19829;
04170;La Rochette;;
04171;Rougon;;
04172;Roumoules;18774;
04173;Saint-André-les-Alpes;19909;
04174;Saint-Benoît;22008;
04175;Sainte-Croix-à-Lauze;;
04176;Sainte-Croix-du-Verdon;19184;
04177;Hautes-Duyes;;
04178;Saint-Étienne-les-Orgues;19333;
04179;Saint-Geniez;;
04180;Saint-Jacques;;
04181;Saint-Jeannet;;
04182;Saint-Julien-d'Asse;19073;
04183;Saint-Julien-du-Verdon;21502;
04184;Saint-Jurs;19254;
04186;Saint-Laurent-du-Verdon;;
04187;Saint-Lions;;
04188;Saint-Maime;19161;
04189;Saint-Martin-de-Brômes;19790;
04190;Saint-Martin-les-Eaux;;
04191;Saint-Martin-lès-Seyne;;
04192;Saint-Michel-l'Observatoire;20647;
04193;Saint-Paul-sur-Ubaye;17741;
04194;Saint-Pierre;;
04195;Saint-Pons;20442;
04197;Sainte-Tulle;20281;14
04198;Saint-Vincent-les-Forts;18166;
04199;Saint-Vincent-sur-Jabron;16397;
04200;Salignac;22973;
04201;Saumane;18677;
