"LIB_MOD";"CODGEO";"C08_POP15P";"P08_ACT1564";"P08_CHOM1564";"C08_POP15P_CS1";"C08_POP15P_CS2";"C08_POP15P_CS3";"C08_POP15P_CS4";"C08_POP15P_CS5";"C08_POP15P_CS6";"C08_POP15P_CS7";"C08_POP15P_CS8";"C13_POP15P";"P13_ACT1564";"P13_CHOM1564";"C13_POP15P_CS1";"C13_POP15P_CS2";"C13_POP15P_CS3";"C13_POP15P_CS4";"C13_POP15P_CS5";"C13_POP15P_CS6";"C13_POP15P_CS7";"C13_POP15P_CS8";"C18_POP15P";"P18_ACT1564";"P18_CHOM1564";"C18_POP15P_CS1";"C18_POP15P_CS2";"C18_POP15P_CS3";"C18_POP15P_CS4";"C18_POP15P_CS5";"C18_POP15P_CS6";"C18_POP15P_CS7";"C18_POP15P_CS8";"Cadres_2008_%";"Cadres_2013_%";"Cadres_2018_%";"Aturats_2008_%";"Aturats_2013_%";"Aturats_2018_%";"Cad_13_18_%";"At_13_18_%";"CHOM_08_%";"CHOM_13_%";"CHOM_18_%";"CHOM_13_18_%"
"Fontenay-sous-Bois";94033;42283.8644454104;26884.2975623104;2967.67662979003;0.853837707860305;1083.12556731787;6753.64163858789;7268.16486686246;8193.90232483122;3495.13235279158;8541.82944290569;6947.21441440586;42304.5379485005;27269.5811790793;3635.08074887681;0.995037044566328;1279.60110733415;7661.47752133913;7371.61151857287;7416.70458137413;3491.61872685198;8446.22378543201;6636.30567055163;41869.7859558466;26550.5005672916;3434.37565226441;0;1241.71765279271;8037.52458915066;6849.25522989797;7287.24690579401;3056.22761268645;8464.82245405767;6932.99151146712;16;18;19;16;16;17;6;6;11;13;13;0
"Fresnes";94034;20710.5701793037;12078.7474899916;946.44344353632;0;291.190637624651;2495.14710050394;3646.67409452253;4022.44685702296;1614.6253323437;3619.8201549065;5020.6660023794;21514.3917248813;12913.1046445328;1134.66185922669;1.07168316457869;425.227622269933;2800.39697851133;3555.15511097486;4112.24744749405;2002.28007418223;3646.4330573457;4971.57975093864;22731.8775180634;13448.3398926415;1364.82598494887;3.79525119315201;441.20748034532;2832.73533273432;3986.68235751757;4394.20100895933;1697.07541388325;3650.13063425452;5726.05003917596;12;13;12;24;23;25;-8;8;8;9;10;11
"Gentilly";94037;14055.3563219821;9146.95151384524;1410.18518529024;2.56182500133341;336.354100491097;1873.49651687338;2246.41482445725;3033.26817532673;1558.88143436581;2600.48779524355;2403.89165022291;13466.9470932203;8632.35872212656;1401.59295828463;2.44444355412415;340.082489799958;1936.57397954777;2083.36140085358;2831.06572464464;1325.82256361256;2554.85452377722;2392.74196743049;15333.1328544729;9950.88606635602;1415.44442703548;0;431.098451064074;2675.3643838812;2737.00080777053;2753.9484042417;1288.32531786974;2490.52732866921;2956.8681609765;13;14;17;17;18;19;23;6;15;16;14;-12
"L'Haÿ-les-Roses";94038;23816.9300850482;14335.084072195;1294.4227417852;1.13921349747266;524.210860609033;3647.49672497542;3860.56802743056;4263.47359359491;2033.35490569442;5699.65185314327;3787.03490610313;25047.3535458707;14738.1907780026;1762.11040536329;0;599.013677486162;3906.63252388737;4120.40140435357;4116.13834566548;1933.01497038454;6259.6909348869;4112.46168920667;25096.4629755319;14899.1228445556;1881.47377155947;1.14192566308526;650.825769567653;4073.06440887508;3749.58303217843;4372.42640774262;2018.78208919147;5780.58991475089;4450.04942756265;15;16;16;16;16;18;0;12;9;12;13;8
"Ivry-sur-Seine";94041;46374.6436072572;28888.2528447169;4211.37257824689;8.71714793966022;1326.2523394038;4943.75025274057;7117.77456275272;9526.23266456066;5664.55203999127;8346.01240895097;9441.35219091754;48383.1420166494;30483.3401475329;4871.47111115086;0;1287.55720000335;5894.08624647317;7305.84150825959;9930.9707321973;5702.39352776763;8645.63519021075;9616.65761173762;51727.5939481765;32540.3107781934;5056.46678930855;6.28873943719473;1469.67349404597;7719.22099536887;8013.18547962027;9535.82545484364;5330.2452165258;8331.15893652132;11321.9956318135;11;12;15;20;20;22;27;10;15;16;16;0
"Joinville-le-Pont";94042;14413.5558859279;8988.76107062826;875.978289301368;1.95161829356648;423.715817710959;2502.7461531349;2533.44469935882;2582.77331240646;970.806075518718;3306.42306268739;2091.69514681704;14887.1567446829;9143.64163997228;1039.48332822363;0;537.095191703596;3003.99682245849;2531.5958985558;2131.13922553509;963.818467498796;3471.88515892334;2247.62598000782;16053.4357949373;9913.04151574896;1098.32182200526;0;661.573781409117;3391.80678133732;2684.43569861122;2411.10361237599;800.627652752625;3556.51553390687;2547.37273454417;17;20;21;15;15;16;6;7;10;11;11;0
"Le Kremlin-Bicêtre";94043;21394.1355797479;14080.576654984;1559.80649903964;1.23498372259794;520.331154215982;3660.68120463075;3701.36604621718;4570.5026705633;1483.00398883441;3474.7926665138;3982.22286504991;20929.5099829932;14107.2790445305;1891.32755936822;0;523.986431643916;3678.94041916456;3914.08213427669;4327.042949783;1586.45604568211;3187.60390768123;3711.39809476171;20488.8920789731;13077.4692051927;1790.39474838189;0;502.029358113871;4305.93350688833;3074.11784904197;3775.60550076622;1366.55239875335;3291.2407278945;4173.41273751487;17;18;21;19;18;20;18;11;11;13;14;8
"Limeil-Brévannes";94044;14900.9466257178;9567.11193419626;841.161198106169;3.57125227033303;368.01402145827;1313.22915740609;2798.20678029204;3319.69847546804;1695.26204571625;2929.12937089285;2473.83552221393;17581.2817369144;11771.8243142295;1299.42656399489;7.26144001847638;616.235962004885;1681.22807698913;3451.35587532873;4060.91539611819;1931.66588208032;3465.43862601611;2367.18047835859;20760.6531410694;13977.6502675416;1510.87265383505;0;660.179535414124;2054.68567756357;4393.58495557442;4429.66921120353;2345.29377933591;2807.66512970944;4069.57485226842;9;10;10;17;13;20;0;41;9;11;11;0
"Maisons-Alfort";94046;44227.4926239332;28082.7594989003;2637.37343455012;0;1103.16132579616;6760.4076159685;8259.68651530756;8115.22807923845;3747.22540157103;9490.14220899684;6751.6414770547;45208.1437023435;28709.7533223876;2803.60548079111;0;1239.47368393998;7960.16814382384;8379.8426106921;8178.87989610293;3064.50404409522;9887.16538233351;6498.1099413559;46655.4687032814;29651.3659891098;2887.3295275925;1.16618014539852;1154.87753134025;9422.90893808046;8359.22679101811;7917.10365457061;2827.78347707477;9854.390184956;7118.01194609577;15;18;20;15;14;15;13;7;9;10;10;0
"Mandres-les-Roses";94047;3526.15649503424;2190.75440600127;151.416878444278;23.7516672069456;126.675558437043;535.146477458122;746.757760465986;528.330203008576;230.70039761991;797.161634864544;537.632795973112;3542.85482747908;2108.2485136742;192.246848989298;0;109.00594530321;485.571938168846;640.131985731272;474.040824415378;291.193024177566;987.511863825776;555.399245857034;3839.34539668521;2250.98890368398;186.974996301228;0;154.426690338808;542.984169255808;732.281402574346;546.317502589141;288.927356117769;877.793970179678;696.614305629655;15;14;14;15;16;18;0;13;7;9;8;-11
"Marolles-en-Brie";94048;4032;2680;151;4;220;880;852;560;248;516;752;3788;2434;191;0;196;752;756;464;252;772;596;4025;2323;171;10;135;705;555;515;270;1065;770;22;20;18;19;16;19;-9;16;6;8;7;-12
"Nogent-sur-Marne";94052;25271.3472065952;16185.3969530318;1442.14837151658;13.7731463391161;878.05787649391;6558.55914233171;4253.88061023989;3391.97775922896;1133.57809670897;5283.26394528189;3758.2566299708;25685.1275822336;16365.1501248542;1522.59404917008;0;873.877773839463;6989.34872651958;4414.88261997513;3172.03296015786;1105.38923537655;5723.44814275056;3406.1481236145;26806.3593511376;16837.4743798669;1578.66468776572;3.17502610956497;954.465835370833;7449.3085315072;4282.32139299159;3298.85578065058;1009.37043170703;5940.31787992531;3868.54447287548;26;27;28;15;13;14;4;7;9;9;9;0
"Noiseau";94053;3572;2227;123;4;168;412;868;504;272;724;620;3788;2400;205;0;160;484;828;668;312;820;516;3805;2302;167;15;135;505;720;595;305;955;575;12;13;13;17;14;15;0;6;6;9;7;-22
"Orly";94054;16386.5909717368;10219.3605897053;1783.60218063043;0;350.118175106702;944.931245714212;2264.16278792277;3871.99855632158;2617.17624566212;3207.80234514411;3130.40161586533;17107.663317118;10611.9652950484;1860.79031384093;0;390.956352259501;979.37020752394;2603.02509620852;3843.90302072394;2565.31227065644;3249.45003186825;3475.64633787737;17979.3485290865;11049.5456610646;1783.0616122887;0;466.425654767875;1167.68514699854;2690.29255284649;4047.84197417224;2540.45132044472;3023.29249499534;4043.35938486126;6;6;6;19;20;22;0;11;17;18;16;-11
"Ormesson-sur-Marne";94055;8131.3594587795;4688.18754500998;339.151926977688;0;450.86923597025;1001.48830290737;1224.92792427316;1205.97545638945;698.144799282985;2266.31615956728;1283.63758038901;8250.28969910999;4734.42262389901;418.033151298038;4.92963621813725;561.978528867646;1119.02742151716;1266.91650806127;1202.83123722549;645.78234457598;2218.33629816176;1230.48772448254;8552.10080590817;4844.77579886129;420.723909806848;5.14855803823116;524.103681104388;1142.54224028939;1294.84046703769;1196.72129681416;678.66669298805;2447.18435295999;1262.89351667627;12;14;13;16;15;15;-8;0;7;9;9;0
"Périgny";94056;1768.59113730561;1167.39568357668;68.0347017132659;3.94200783209346;59.7464489093345;276.483736601173;432.124097108307;255.598039086729;140.440076040679;322.205011741653;278.051719985645;1891.37049240403;1291.57848060678;100.243206938784;0;109.046367531084;313.668128643487;453.906706874111;292.805182234106;123.338457232803;354.309640228735;244.296009659702;2143.68461601404;1396.38860678642;107.381421056202;5.03159663488977;100.424088355032;331.244520687777;446.614614866593;416.643138472555;160.635329976582;387.393931816141;295.697395204467;16;17;15;16;13;14;-12;6;6;8;8;0
"Le Perreux-sur-Marne";94058;26348.7703547609;16546.2987657323;1388.94940760736;9.4902544065516;996.334053535929;5272.97292102515;4894.64995874192;3872.24932337744;1533.33996351791;5836.00926518197;3933.72461497407;27504.2670547446;17289.920367277;1528.8841640752;0;1069.14263496939;6076.08471169803;4998.21137858867;3662.78842770173;1579.28451751831;6487.90922294596;3630.84616132254;27551.9163748559;17524.6044894938;1614.0807519811;1.00787975005367;1058.38312791554;6691.60420595162;4988.28647382591;3468.03738255108;1405.58100907909;6182.86498378613;3756.15131199644;20;22;24;15;13;14;10;7;8;9;9;0
"Le Plessis-Trévise";94059;14733.5408865974;9395.73741877869;708.325976669602;0;565.552446381304;1921.4858765871;2755.48527600203;2848.67801017417;1349.64637689876;3029.39859111293;2263.29430944109;15440.9205979514;9514.6217852143;756.834075166282;10.2486732691123;636.154834663809;2159.57899726123;2645.08789514455;2779.72606832557;1306.70004668988;3819.15597446051;2084.26810813673;15947.4253986594;9849.16594008406;898.198985325736;0;583.551111336989;2036.81865227325;2748.75350907573;2969.1755413381;1489.12403582867;3761.24595686926;2358.75659193736;13;14;13;15;13;15;-8;13;8;8;9;12
"La Queue-en-Brie";94060;8741.16186131355;5750.32555672281;491.114617724299;6.37893805876358;280.430821478574;990.661242942808;1812.97395145517;1688.19799458015;972.368917848359;1489.30354253017;1500.84645241956;9229.62352300101;5956.25887610343;638.818005092729;3.21560938539827;258.739176904523;1016.30957353047;1731.34303102044;1871.35492837832;1060.83196284078;1754.58490171938;1533.2443392217;9114.13071997157;5926.56127893897;582.329795217734;0;290.38421546066;973.90016523316;1636.92050740909;1950.82607212515;1052.34008458359;1648.01855768747;1561.74111747245;11;11;11;17;17;17;0;0;9;11;10;-9
"Rungis";94065;4564.97636814436;3132.91644513511;183.249239208594;4.0125659503186;175.434965191943;785.853684063401;1010.36677911649;852.774668766832;281.069907927918;624.72273383717;830.741063290291;4615.65890597225;3193.55115669249;202.069979513841;0;162.646596754912;833.115601298859;1088.30523867995;907.813147133548;250.790696585326;756.652935690271;616.334689829385;4695.97566448751;3078.74310926628;226.365883025042;0;117.335508693205;877.522907755727;1060.87572690219;791.324851126266;274.279627736522;1027.0859614514;547.551080822201;17;18;19;18;13;12;6;-6;6;6;7;17
"Saint-Mandé";94067;18348.8891143073;11621.5296167885;1014.14496640095;6.06267673763607;840.906968580138;4840.23590095634;3183.8362979852;2275.73210881294;585.531276967955;3736.85628164176;2879.72760262534;18225.3747646385;11435.6573166546;1076.87962220032;0;867.463305964497;5088.1888770357;2925.97334572536;2093.72079896564;600.834900320149;3738.3406765361;2910.85286009105;18303.1101168965;11298.9210974991;1031.04602409862;0;880.827831475004;5413.86120020676;2941.11075921797;1865.27118262889;437.233542641498;3951.35518935164;2813.45041137478;26;28;30;16;16;15;8;-6;9;9;9;0
"Saint-Maur-des-Fossés";94068;62674.226763715;37678.3678204329;2887.01048303246;19.0203991663491;2299.53729858053;12817.6838613447;10884.7266770813;8381.12994506373;3461.24623489723;15491.2883853123;9319.59396226878;62019.6221197945;36198.4577819688;3186.71020041103;0.944019254443241;2390.08374806109;13053.4452199915;9931.55301145597;7966.65440240016;3219.10713711653;16207.2648158061;9250.5697657087;63006.8268857948;36912.1622155116;3045.01958897951;5.18344985822862;2551.20697925363;14711.2615157112;9959.06628999466;7576.67442678132;2741.7685809195;15758.9186037513;9702.74703952495;20;21;23;15;15;15;10;0;8;9;8;-11
"Saint-Maurice";94069;11742.070815448;7990.21368677826;719.879425682993;3.31264416085481;434.26478143644;2635.12594292548;2338.87516829891;1852.05494872691;687.919186244529;1995.64863119981;1794.86951245509;12170.7142781177;8239.3449022189;721.857486087361;2.87425922658543;411.3270083288;2824.59793000933;2177.25447204808;2123.53266810318;705.964900326009;2070.33284068701;1854.83019938872;11454.0206528686;7382.39008430263;836.292614039009;0;428.893362238899;2720.25722034879;1945.94468625263;1785.58407223338;491.893884056477;2221.9072200896;1859.54020764883;22;23;24;15;15;16;5;7;9;9;11;22
"Santeny";94070;2940.61536590403;1734.67903876687;131.406444077968;8.14273512740248;207.83383347687;537.916403860989;496.758704525296;391.551133487628;170.84226256015;583.270373798549;544.299919067145;2859.82845310998;1644.24560785212;154.368044789583;15.7798971487552;174.858302530494;455.284282388309;418.965561585466;370.97218121691;180.197672394976;759.265324581629;484.505231263442;3323.30367718209;1901.44559952788;163.861280410304;0;219.938073034162;386.973635368424;617.23663408892;516.418125288172;172.990707017439;829.64663053009;580.099871854884;18;16;12;19;17;17;-22;0;8;9;9;0
"Sucy-en-Brie";94071;20906.7054459925;12640.6738328164;1004.8478087597;5.94880242442471;661.087289135403;3380.3726899011;3696.22976206816;3191.7558402785;1682.6959718539;4945.39631029157;3343.21878003942;20973.2997168511;12340.9250258775;1196.54589361156;0;713.922335714909;3242.75170833047;3591.93174308006;3227.28895689664;1566.77367917097;5469.17206361106;3161.45923004699;22014.2563964208;12633.141973867;1254.19795226479;0;752.59857811019;3550.91041213018;3426.17535719833;3264.51896818485;1662.12489750703;5600.90046469244;3757.02771859778;16;15;16;16;15;17;6;12;8;10;10;0
"Thiais";94073;23872.8215701344;14936.0513035462;1574.54168047666;0;545.567811072498;2844.31988738672;4371.19974269121;4522.41195535339;2589.98314246484;4928.53803409286;4070.80099707283;23888.9077694532;14762.0666911054;1758.40995550286;0;670.126254914386;2835.84525178076;4440.67750717282;4511.86234276898;2230.4020437327;5122.78981409966;4077.20455498389;24299.2691307608;14932.8373269871;1651.3512896805;0;683.591646070775;3448.35907501725;4269.16491418959;4351.09523159799;2227.6788636413;5207.3756129878;4112.00378725608;12;12;14;17;17;17;17;0;11;12;11;-8
"Valenton";94074;9219.71783020462;5821.6342748464;928.171200076555;0;183.267237675006;287.193705584009;1273.38694163854;2340.67625240735;1627.24605912291;1451.50459402921;2056.4430397476;9829.31836059162;6105.25072215588;1048.08427038323;0;257.755221233492;305.615008781773;1303.16841309322;2419.20034092621;1673.76441746931;1612.90916456652;2256.90579452109;11150.4176860372;6866.70352500747;1330.17323285964;0;312.442149626372;575.128259800066;1495.51966237416;2521.96509245983;1815.57718117783;1658.7053822033;2771.07995839563;3;3;5;22;23;25;67;9;16;17;19;12
"Villecresnes";94075;7446.28538913486;4646.69185674403;290.601899858999;7.9075346900408;296.53255087653;940.996628114855;1383.81857075714;1364.04973403204;581.203799717999;1800.30562044573;1071.47095050053;7982.61688569965;4728.91651509446;376.384389543688;0;283.802701254027;1017.46287577241;1420.01989882777;1277.11215564312;706.487575462151;2237.86554199529;1039.86613674487;8715.44838363943;5276.2259012614;458.222707630629;4.71422538714638;424.280284843174;1121.98564214084;1588.69395546833;1367.12536227245;815.560991976324;2201.80526924087;1191.2826523103;13;13;13;14;13;14;0;7;6;8;9;12
"Villejuif";94076;42960.1429205654;26553.2782430799;3344.33958296382;9.87787461327837;915.492325972946;4792.65260341495;6887.81442237909;9156.28858534051;4619.29450662643;8298.0786771465;8280.64392507173;45984.8430669643;28418.9325926952;4226.87538677954;13.0146828742306;1172.07416785127;5729.45061915076;7218.27778428287;9428.922930621;4568.50449703944;8250.48683064032;9604.11155450437;44970.8780034357;26748.3427397186;4053.7287150728;3.52350502240138;1319.0462432932;6116.12043264234;7111.89703934291;8445.09091623361;3573.65310901363;8613.40433499088;9788.14242289669;11;12;14;19;21;22;18;5;13;15;15;0
"Villeneuve-le-Roi";94077;14683.6080423738;8917.98792698474;1090.33625186255;0;435.404666544549;949.133327640644;2277.60092255519;3011.82179711848;2161.48509637538;3300.63762583112;2547.52460630842;16138.3787058744;9886.8641485632;1261.28494650382;0;472.456005941205;1133.69636462944;2410.32457531628;3356.05867407062;2440.10471813396;3499.8797332452;2825.85863453765;16643.2599499977;10307.9985077254;1385.2494004877;7.17474888246006;602.432231710379;1382.94722577265;2597.56149017785;3142.89887322747;2512.49139623121;3454.79332181716;2942.96066217855;6;7;8;17;18;18;17;0;12;13;13;0
"Villeneuve-Saint-Georges";94078;23768.4157977629;15210.7493889258;2255.32893946292;2.50352227685041;536.281882195935;1000.66138033173;3113.19895548675;6070.32180275457;4290.96616258043;4091.58208046602;4662.90001167058;25284.6442643996;16396.4384425968;2752.39813843715;10.1389700045967;753.663973432848;1047.38280861993;3294.20190449221;6459.59666302862;4487.40100469614;3853.00304109604;5379.25589902919;26305.3132109471;16003.449453096;2847.2216006256;0;798.440569934628;1105.59113837124;2938.52594174634;6170.82352387084;4593.6358470479;3914.73853409756;6783.55765587857;4;4;4;20;21;26;0;25;15;17;18;6
"Villiers-sur-Marne";94079;21725.2897643009;13733.7007793137;1241.99516455968;3.10287199603497;631.604012256491;2600.90679678441;3660.43014489359;4389.10458891139;2422.56907377627;4306.80447471658;3710.76780096611;22429.7467675308;13656.2845924389;1470.82386978153;6.1017405862604;583.521202388889;3005.53626567289;3745.23226225538;3912.7737836029;2318.35956003008;4550.82421562926;4307.39773736515;23306.6688040296;14068.0542308275;1278.35373990385;2.02905675919819;578.070983102303;3289.23477025295;3750.38737794022;4158.45745415358;2256.71472225668;4991.68682262455;4280.08761694016;12;13;14;17;19;18;8;-6;9;11;9;-18
"Vincennes";94080;40460.1708501448;27438.3197635861;2096.05637975577;6.79061266444443;1292.61916883088;11895.4148251806;7383.38871301595;5327.53200274382;1571.2405924673;7910.03068503565;5073.15425020617;41511.9452647154;28023.2068532607;2684.95930743409;6.95070062748424;1380.26750287059;13300.5692620758;7089.75820224103;4851.13769796211;1557.94886328106;8321.55713029527;5003.75590536207;41141.8992296913;27839.8947656567;2383.75283051036;0.937577489277884;1346.41529345899;14398.3141482422;6738.634567699;4261.47260769487;1388.65137807091;7759.23991847198;5248.23373856402;29;32;35;13;12;13;10;8;8;10;9;-10
"Vitry-sur-Seine";94081;66767.4063464678;41028.7962121243;5819.04240379624;14.3403402123636;1864.64995815677;5363.65520628737;9730.96898066953;14306.7429893538;9325.83116730248;13081.3202475852;13079.8974569004;70945.7422222298;44188.9143011643;7694.33159259662;0;2260.54057446161;6166.4747371196;10283.5308287897;15162.7348941136;9440.04867097242;13565.2737554014;14067.1387613713;74792.4028544631;45067.0438594158;7143.15509163212;16.0306327372042;2463.06648523218;6764.10645551126;10626.0236805732;15139.8056299098;9693.61391133515;13283.2339028619;16806.5221563024;8;9;9;20;20;22;0;10;14;17;16;-6
